lat,lon,status,host
-25.73282333,28.22653167,Present,Erythrina lysistemon
-25.73273542,28.2201287,Present,Acer negundo
-25.732725,28.220186,Present,Acer negundo
-25.7327144,28.22008182,Present,Acer negundo
-25.732694,28.219883,Present,Unknown
-25.7325,28.22,Present,Acer negundo
-25.73164,28.22594667,Present,Combretum erythrophyllum
-25.73154333,28.22550667,Present,Combretum erythrophyllum
-25.73123423,28.22094774,Present,Combretum erythrophyllum
-25.7310716,28.2212887,Present,Platanus x acerifolia
-25.7310261,28.2262202,Present,Erythrina lysistemon
-25.730777,28.2260384,Present,Combretum erythrophyllum
-25.7306376,28.2263414,Present,Combretum erythrophyllum
-25.7225,28.21666667,Present,Quercus sp.
-25.72222222,28.21583333,Present,Platanus x acerifolia
-25.7219494,28.2155871,Present,Quercus sp.
-25.7217708,28.2159274,Present,Platanus x acerifolia
